product_line,side,period,version,nii,nii_customer,nii_ftp,fee_income,opex,lending_volume,rwa,allocated_capital,loan_impairment,customer_rate,ftp_rate
Asset Management,other,2026-07-01,Forecast,4.58,0.0,0.0,92.43,60.83,0.0,11000.0,1540.0,0.0,0.0038,0.00475
Asset Management,other,2026-08-01,Forecast,4.58,0.0,0.0,93.42,60.83,0.0,11000.0,1540.0,0.0,0.004,0.005
Asset Management,other,2026-09-01,Forecast,4.58,0.0,0.0,102.27,60.83,0.0,11000.0,1540.0,0.0,0.0042,0.00525
Asset Management,other,2026-10-01,Forecast,4.58,0.0,0.0,98.33,60.83,0.0,11000.0,1540.0,0.0,0.0044,0.0055
Asset Management,other,2026-11-01,Forecast,4.58,0.0,0.0,99.32,60.83,0.0,11000.0,1540.0,0.0,0.0046,0.00575
Asset Management,other,2026-12-01,Forecast,4.58,0.0,0.0,108.17,60.83,0.0,11000.0,1540.0,0.0,0.0048,0.006
Investor Services,other,2026-05-01,Forecast,3.5,0.0,0.0,63.53,40.0,0.0,8500.0,1190.0,0.0,0.0034,0.00425
Investor Services,other,2026-06-01,Forecast,3.5,0.0,0.0,67.38,40.0,0.0,8500.0,1190.0,0.0,0.0036,0.0045
Investor Services,other,2026-07-01,Forecast,3.5,0.0,0.0,60.32,40.0,0.0,8500.0,1190.0,0.0,0.0038,0.00475
Investor Services,other,2026-08-01,Forecast,3.5,0.0,0.0,60.96,40.0,0.0,8500.0,1190.0,0.0,0.004,0.005
Investor Services,other,2026-09-01,Forecast,3.5,0.0,0.0,66.73,40.0,0.0,8500.0,1190.0,0.0,0.0042,0.00525
Investor Services,other,2026-10-01,Forecast,3.5,0.0,0.0,64.17,40.0,0.0,8500.0,1190.0,0.0,0.0044,0.0055
Investor Services,other,2026-11-01,Forecast,3.5,0.0,0.0,64.81,40.0,0.0,8500.0,1190.0,0.0,0.0046,0.00575
Investor Services,other,2026-12-01,Forecast,3.5,0.0,0.0,70.58,40.0,0.0,8500.0,1190.0,0.0,0.0048,0.006
Lending & Specialised Finance,lending,2026-05-01,Forecast,363.96,1224.88,860.92,42.9,91.67,247450.7,201053.7,28147.52,25.0,0.0594,0.04175
Lending & Specialised Finance,lending,2026-06-01,Forecast,363.58,1231.22,867.64,45.5,91.67,247896.1,201415.6,28198.18,25.0,0.0596,0.042
Lending & Specialised Finance,lending,2026-07-01,Forecast,363.2,1237.57,874.37,40.73,91.67,248342.3,201778.1,28248.94,25.0,0.0598,0.04225
Lending & Specialised Finance,lending,2026-08-01,Forecast,362.82,1243.95,881.13,41.17,91.67,248789.4,202141.3,28299.79,25.0,0.06,0.0425
Lending & Specialised Finance,lending,2026-09-01,Forecast,362.43,1250.34,887.91,45.07,91.67,249237.2,202505.2,28350.73,25.0,0.0602,0.04275
Lending & Specialised Finance,lending,2026-10-01,Forecast,362.04,1256.75,894.71,43.33,91.67,249685.8,202869.7,28401.76,25.0,0.0604,0.043
Lending & Specialised Finance,lending,2026-11-01,Forecast,361.65,1263.18,901.53,43.77,91.67,250135.2,203234.9,28452.88,25.0,0.0606,0.04325
Lending & Specialised Finance,lending,2026-12-01,Forecast,361.26,1269.63,908.37,47.67,91.67,250585.5,203600.7,28504.1,25.0,0.0608,0.0435
Markets,other,2026-05-01,Forecast,35.0,0.0,0.0,133.65,76.67,0.0,90000.0,12600.0,0.0,0.0034,0.00425
Markets,other,2026-06-01,Forecast,35.0,0.0,0.0,141.75,76.67,0.0,90000.0,12600.0,0.0,0.0036,0.0045
Markets,other,2026-07-01,Forecast,35.0,0.0,0.0,126.9,76.67,0.0,90000.0,12600.0,0.0,0.0038,0.00475
Markets,other,2026-08-01,Forecast,35.0,0.0,0.0,128.25,76.67,0.0,90000.0,12600.0,0.0,0.004,0.005
Markets,other,2026-09-01,Forecast,35.0,0.0,0.0,140.4,76.67,0.0,90000.0,12600.0,0.0,0.0042,0.00525
Markets,other,2026-10-01,Forecast,35.0,0.0,0.0,135.0,76.67,0.0,90000.0,12600.0,0.0,0.0044,0.0055
Markets,other,2026-11-01,Forecast,35.0,0.0,0.0,136.35,76.67,0.0,90000.0,12600.0,0.0,0.0046,0.00575
Markets,other,2026-12-01,Forecast,35.0,0.0,0.0,148.5,76.67,0.0,90000.0,12600.0,0.0,0.0048,0.006
Transaction Banking,deposit,2026-05-01,Forecast,207.91,303.92,511.83,105.6,68.33,152594.6,59800.6,8372.08,1.25,0.0239,0.04025
Transaction Banking,deposit,2026-06-01,Forecast,208.92,307.01,515.93,112.0,68.33,152869.3,59908.2,8387.15,1.25,0.0241,0.0405
Transaction Banking,deposit,2026-07-01,Forecast,209.94,310.12,520.05,100.27,68.33,153144.4,60016.1,8402.25,1.25,0.0243,0.04075
Transaction Banking,deposit,2026-08-01,Forecast,210.95,313.23,524.19,101.33,68.33,153420.1,60124.1,8417.37,1.25,0.0245,0.041
Transaction Banking,deposit,2026-09-01,Forecast,211.97,316.36,528.33,110.93,68.33,153696.3,60232.3,8432.52,1.25,0.0247,0.04125
Transaction Banking,deposit,2026-10-01,Forecast,213.0,319.49,532.49,106.67,68.33,153972.9,60340.7,8447.7,1.25,0.0249,0.0415
Transaction Banking,deposit,2026-11-01,Forecast,214.02,322.64,536.66,107.73,68.33,154250.1,60449.3,8462.91,1.25,0.0251,0.04175
Transaction Banking,deposit,2026-12-01,Forecast,215.05,325.8,540.85,117.33,68.33,154527.7,60558.2,8478.14,1.25,0.0253,0.042
